timestamp,power_w
2080458.562099394,91.028
2080458.762430099,91.028
2080458.962591275,84.772
2080459.16280033,84.772
2080459.362987605,84.506
2080459.56311233,84.506
2080459.763211205,84.506
2080459.96330149,105.249
2080460.163396292,105.249
2080460.363489489,130.475
2080460.563585205,130.475
2080460.763685562,130.475
2080460.963780409,139.971
2080461.163862995,139.971
2080461.363959032,138.858
2080461.564052299,138.858
2080461.764359186,138.858
2080461.964439133,139.873
2080462.16464948,139.873
2080462.364748107,139.136
2080462.564833323,139.136
2080462.76492202,139.136
2080462.965020917,139.766
2080463.165113314,139.766
2080463.36520421,139.115
2080463.565295637,139.115
2080463.765646045,139.115
2080463.965739941,139.591
2080464.165829988,139.591
2080464.365923545,139.669
2080464.566014752,139.669
2080464.766331169,139.669
2080464.966424746,140.052
2080465.166726232,140.052
2080465.366817929,139.524
2080465.566912765,139.524
2080465.766997291,139.524
2080465.967094077,139.706
2080466.167186713,139.706
2080466.367276329,139.478
2080466.567366815,139.478
2080466.767474432,139.478
2080466.967566908,139.528
2080467.167755744,139.528
2080467.36792915,139.392
2080467.568013056,139.392
2080467.768105793,139.392
2080467.968226499,139.72
2080468.168346365,139.72
2080468.368441761,139.751
2080468.568540757,139.751
2080468.768639293,139.751
2080468.96873692,139.829
2080469.168837378,139.829
2080469.36893489,139.599
2080469.569032732,139.599
2080469.769131054,139.599
2080469.969226366,139.644
2080470.169325068,139.644
2080470.370080202,139.444
2080470.570186225,139.444
2080470.770306647,139.444
2080470.970400349,139.52
2080471.170498351,139.52
2080471.370805294,139.628
2080471.570905667,139.628
2080471.771013154,139.787
2080471.971103851,139.787
2080472.171195808,139.787
2080472.371287855,139.78
2080472.571364662,139.78
2080472.771442618,139.71
2080472.971534875,139.71
2080473.171636332,139.71
2080473.371958024,139.512
2080473.572056836,139.512
2080473.772146517,139.583
2080473.972240368,139.583
2080474.172330519,139.583
2080474.372422491,139.46
2080474.572517302,139.46
2080474.772605933,139.507
2080474.972697574,139.507
2080475.172787645,139.507
2080475.372877497,139.81
2080475.573181738,139.81
2080475.7732719,139.869
2080475.973362861,139.869
2080476.173455412,139.869
2080476.373550813,139.578
2080476.573645375,139.578
2080476.77374197,139.609
2080476.973836777,139.609
2080477.174138239,139.609
2080477.374230553,139.579
2080477.574325636,139.579
2080477.77443341,139.464
2080477.974862835,139.464
2080478.174953738,139.464
2080478.375050152,139.418
2080478.575150046,139.418
2080478.775244669,139.796
2080478.975553834,139.796
2080479.175643707,139.796
2080479.375736621,139.853
2080479.575832084,139.853
2080479.775947928,139.622
2080479.976039072,139.622
2080480.176130795,139.622
2080480.376229419,139.585
2080480.576548893,139.585
2080480.776637947,139.589
2080480.976945321,139.589
2080481.177025698,139.589
2080481.377112382,139.46
2080481.577208036,139.46
2080481.777305069,139.402
2080481.977411223,139.402
2080482.177502696,139.402
2080482.37759264,139.832
2080482.577692393,139.832
2080482.777841557,139.805
2080482.977930731,139.805
2080483.178024154,139.805
2080483.378119048,139.653
2080483.578215602,139.653
2080483.778312245,139.578
2080483.978429139,139.578
2080484.178522182,139.578
2080484.378615256,139.585
2080484.57889779,139.585
2080484.778993584,139.415
2080484.979110487,139.415
2080485.179203292,139.415
2080485.379295286,139.449
2080485.57938769,139.449
2080485.779691135,139.812
2080485.979767209,139.812
2080486.179852633,139.812
2080486.379947697,139.927
2080486.580042581,139.927
2080486.780132475,139.606
2080486.980222709,139.606
2080487.180311323,139.606
2080487.380412197,139.667
2080487.580499191,139.667
2080487.780594225,139.537
2080487.980691219,139.537
2080488.180790523,139.537
2080488.380876357,139.48
2080488.581025491,139.48
2080488.781118535,139.386
2080488.981207869,139.386
2080489.181285033,139.386
2080489.381373204,139.82
2080489.581467548,139.82
2080489.781560202,139.847
2080489.981648887,139.847
2080490.181753041,139.847
2080490.381851455,139.671
2080490.581943649,139.671
2080490.782030713,139.625
2080490.982118418,139.625
2080491.182205202,139.625
2080491.382292906,139.615
2080491.58238113,139.615
2080491.782472454,139.411
2080491.982574878,139.411
2080492.182676673,139.411
2080492.382775137,139.443
2080492.582858581,139.443
2080492.782946275,139.712
2080492.98304577,139.712
2080493.183145544,139.712
2080493.383236286,139.809
2080493.583331156,139.809
2080493.783421145,139.742
2080493.983519715,139.742
2080494.183607214,139.742
2080494.383694404,139.64
2080494.583784443,139.64
2080494.783906403,139.562
2080494.984020442,139.562
2080495.184116472,139.562
2080495.384208241,139.469
2080495.584521701,139.469
2080495.784612771,139.434
2080495.98470692,139.434
2080496.18506933,139.434
2080496.38522901,139.703
2080496.585315359,139.703
2080496.785404519,139.8
2080496.985491418,139.8
2080497.185577738,139.8
2080497.385669867,139.72
2080497.585761244,139.72
2080497.785852131,139.641
2080497.985944548,139.641
2080498.186031616,139.641
2080498.386343854,139.538
2080498.586424561,139.538
2080498.786522448,139.448
2080498.986611575,139.448
2080499.186700343,139.448
2080499.3867894,139.413
2080499.586880397,139.413
2080499.786971114,139.715
2080499.987058942,139.715
2080500.187145619,139.715
2080500.387239236,139.802
2080500.587346604,139.802
2080500.787445671,139.779
2080500.987535968,139.779
2080501.187621455,139.779
2080501.387711473,139.612
2080501.588140911,139.612
2080501.788229972,139.669
2080501.988316914,139.669
2080502.188405696,139.669
2080502.388525308,139.42
2080502.58860832,139.42
2080502.788688841,139.412
2080502.988763663,139.412
2080503.188854665,139.412
2080503.388945186,139.805
2080503.589017536,139.805
2080503.789321964,139.817
2080503.989410482,139.817
2080504.18949718,139.817
2080504.389592568,139.645
2080504.589683756,139.645
2080504.789761883,139.629
2080504.989852951,139.629
2080505.189944659,139.629
2080505.390034497,139.614
2080505.59033214,139.614
2080505.790420586,139.412
2080505.990518643,139.412
2080506.190620779,139.412
2080506.390710595,139.484
2080506.590801927,139.484
2080506.790891131,139.803
2080506.990979594,139.803
2080507.191066068,139.803
2080507.391156932,139.899
2080507.591247265,139.899
2080507.791334759,139.555
2080507.991644683,139.555
2080508.191735947,139.555
2080508.392233702,139.559
2080508.592328906,139.559
2080508.79245577,139.543
2080508.992568914,139.543
2080509.192657727,139.543
2080509.392749061,139.511
2080509.592841893,139.511
2080509.792937403,139.455
2080509.993024463,139.455
2080510.193113703,139.455
2080510.393310344,139.797
2080510.593377534,139.797
2080510.793453954,139.849
2080510.993552604,139.849
2080511.193643464,139.849
2080511.393807135,139.615
2080511.593872495,139.615
2080511.793953715,139.541
2080511.994039595,139.541
2080512.194101195,139.541
2080512.394171666,139.497
2080512.594261436,139.497
2080512.794357506,139.423
2080512.994428546,139.423
2080513.194527056,139.423
2080513.394815717,139.679
2080513.594899877,139.679
2080513.794971548,139.808
2080513.995038188,139.808
2080514.195129098,139.808
2080514.395410629,139.764
2080514.59569839,139.764
