timestamp,power_w
1107566.959765388,64.021
1107567.163778091,62.698
1107567.366876376,62.754
1107567.569905551,62.794
1107567.772938914,62.736
1107567.975960858,63.807
1107568.178984519,176.014
1107568.382505689,174.348
1107568.586051398,173.702
1107568.789647763,173.867
1107568.993211946,170.917
1107569.196297334,175.383
1107569.399816453,174.438
1107569.603532258,172.963
1107569.810108122,173.297
1107570.016142078,174.406
1107570.219689062,174.223
1107570.423035186,173.66
1107570.626692793,173.257
1107570.830342665,173.434
1107571.033981199,172.303
1107571.237643728,172.794
1107571.444926262,173.292
1107571.649723211,172.928
1107571.853431574,172.59
1107572.057120809,172.784
1107572.260805507,172.305
1107572.464491715,172.639
1107572.668164222,172.732
1107572.871431437,172.413
1107573.077493512,174.491
1107573.281117579,172.03
1107573.484722443,172.776
1107573.688324659,172.752
1107573.891911942,173.934
1107574.09524169,173.352
1107574.298842807,172.782
1107574.502421089,173.388
1107574.706028969,173.7
1107574.911225228,173.628
1107575.114893043,171.356
1107575.318126992,173.051
1107575.521746798,171.5
1107575.725410892,173.154
1107575.929058799,172.153
1107576.132560301,173.646
1107576.336200789,173.462
1107576.53937374,173.967
1107576.742803188,173.649
1107576.948487609,174.584
1107577.154374595,173.834
1107577.357925626,174.468
1107577.561581812,173.31
1107577.764862295,173.048
1107577.968550218,173.704
1107578.1721794,173.645
1107578.375878365,174.782
1107578.579550328,174.871
1107578.784627338,173.879
1107578.987915034,173.097
1107579.191583571,173.518
1107579.395210661,173.314
1107579.599040288,173.104
1107579.802774024,173.669
1107580.006439196,172.35
1107580.209728184,173.034
1107580.413480853,174.136
1107580.617123373,174.235
1107580.82445511,173.086
1107581.028118317,173.012
1107581.231863977,173.112
1107581.435236104,173.958
1107581.638919035,172.502
1107581.842598107,173.953
1107582.046184027,173.075
1107582.250027618,173.545
1107582.453597965,172.954
1107582.656810802,173.893
1107582.862131265,173.303
1107583.065718904,174.701
1107583.269326515,176.555
1107583.472828104,173.75
1107583.676426918,172.96
1107583.879648047,173.085
1107584.083226168,174.436
1107584.287033171,172.034
1107584.49065408,173.461
1107584.694349374,173.738
1107584.901304958,173.888
1107585.106762486,172.105
1107585.310572427,171.543
1107585.514125473,174.321
1107585.717685224,173.364
1107585.921256767,172.049
1107586.12434174,172.375
1107586.327795807,173.457
1107586.531330211,173.466
1107586.738424691,173.587
1107586.943875283,173.17
1107587.147503865,173.094
1107587.351030046,173.132
1107587.554605879,172.373
1107587.758198244,172.918
1107587.961742286,173.899
1107588.165643469,172.595
1107588.370355589,173.134
1107588.574365009,174.208
1107588.780112491,173.278
1107588.983579081,173.622
1107589.187439765,173.535
1107589.391043552,174.066
1107589.594598255,173.457
1107589.797758249,174.162
1107590.001272088,173.031
1107590.208232304,173.48
1107590.412140262,173.933
1107590.616372655,173.309
1107590.819925024,172.547
1107591.023277027,172.566
1107591.226788257,173.021
1107591.430362333,173.124
1107591.633965183,174.352
1107591.837598763,174.166
1107592.041235125,173.121
1107592.244786733,174.359
1107592.448429803,174.225
1107592.654266832,173.982
1107592.859792654,171.195
1107593.063357283,173.243
1107593.266942251,172.096
1107593.470225534,172.798
1107593.673834071,174.032
1107593.877463817,171.324
1107594.081037474,173.476
1107594.284930393,173.362
1107594.491162398,173.237
1107594.696081367,172.42
1107594.89962067,173.637
1107595.103136075,173.172
1107595.307009715,174.374
1107595.510494626,171.517
1107595.713998818,173.067
1107595.917173528,174.162
1107596.12069782,172.065
1107596.324504051,173.649
1107596.531345378,173.152
1107596.735272536,173.557
1107596.939590118,172.93
1107597.143115591,173.008
1107597.346902761,173.265
1107597.550438269,172.319
1107597.75387753,173.829
1107597.957364693,173.747
1107598.160495654,173.411
1107598.364052004,174.062
1107598.567692501,172.456
1107598.771290728,173.131
1107598.978567783,172.608
1107599.183881682,172.634
1107599.38702545,172.802
1107599.590584865,172.944
1107599.79417136,172.412
1107599.997687291,172.948
1107600.201507676,171.924
1107600.405088256,174.367
1107600.608200159,171.752
1107600.814534881,171.749
1107601.018087347,171.302
1107601.22190584,171.563
1107601.425574711,173.121
1107601.629142972,173.424
1107601.832479122,172.242
1107602.036114055,174.054
1107602.240056022,172.893
1107602.443599948,174.165
1107602.64902345,173.161
1107602.858303836,172.936
1107603.061623054,173.866
1107603.265305189,172.803
1107603.469024709,174.227
1107603.672757532,172.941
1107603.876444788,171.011
1107604.080116092,173.664
1107604.284101155,172.231
1107604.488364052,173.556
1107604.693753022,173.399
1107604.89745979,174.329
1107605.101045749,172.508
1107605.304636899,172.401
1107605.507887996,171.495
1107605.711487989,174.765
1107605.914937843,173.492
1107606.118537619,173.013
1107606.321991024,172.729
1107606.526932573,172.363
1107606.730205006,172.715
1107606.935187659,172.252
1107607.138888864,172.354
1107607.342570854,172.957
1107607.546308515,173.602
1107607.749947946,174.062
1107607.953247142,172.682
1107608.156763598,173.749
1107608.362568501,172.505
1107608.568140414,173.143
1107608.771728366,173.754
1107608.975367736,173.402
1107609.17856118,173.63
1107609.382144842,171.909
1107609.585665993,173.807
1107609.789185255,174.801
1107609.992869653,172.496
1107610.199064122,173.74
1107610.402579599,173.799
1107610.606712998,173.462
1107610.81033204,173.135
1107611.013970549,173.463
1107611.217699642,173.395
1107611.421377476,172.838
1107611.624599858,172.649
1107611.828240207,173.078
1107612.031896145,173.208
1107612.238942161,171.718
1107612.442627729,172.026
1107612.646219373,173.059
1107612.849418227,173.052
1107613.052977032,174.13
1107613.256574933,172.946
1107613.460136146,174.11
1107613.663858638,172.945
1107613.86755715,173.745
1107614.071276884,173.832
1107614.277030066,171.796
1107614.480735897,173.45
1107614.684297417,173.816
1107614.887852635,173.329
