timestamp,power_w
1108541.776403978,92.03
1108541.978847038,93.384
1108542.181440509,92.623
1108542.383756686,91.556
1108542.600769765,90.576
1108542.803668279,90.073
1108543.0061338,90.027
1108543.297775718,90.662
1108543.558137044,63.274
1108543.761802698,141.362
1108543.966186463,179.715
1108544.170923331,167.266
1108544.375756236,181.143
1108544.579709621,154.255
1108544.784550877,176.858
1108544.989616567,156.28
1108545.193615384,175.551
1108545.398689581,176.969
1108545.607439622,151.06
1108545.811307929,181.939
1108546.015831187,165.789
1108546.220269185,187.502
1108546.423816947,162.277
1108546.628568525,178.757
1108546.832274623,153.759
1108547.037248483,176.855
1108547.240979851,154.415
1108547.446242262,174.861
1108547.656677723,158.691
1108547.861690256,159.109
1108548.065714888,178.069
1108548.270181654,150.832
1108548.474447904,175.337
1108548.679339575,166.591
1108548.889830656,169.672
1108549.093879483,182.231
1108549.296801599,164.709
1108549.500512127,184.029
1108549.704960444,151.523
1108549.908832494,176.435
1108550.114088655,154.933
1108550.317968593,176.154
1108550.522257659,179.025
1108550.726474237,169.602
1108550.934399601,190.823
1108551.138995965,153.347
1108551.344361178,179.134
1108551.548787091,153.422
1108551.752996674,174.338
1108551.957033013,183.347
1108552.160833269,166.588
1108552.365118111,191.661
1108552.570035178,157.015
1108552.777885015,178.789
1108552.984129232,153.387
1108553.187404185,176.284
1108553.390442172,158.101
1108553.594739254,173.789
1108553.798918074,176.205
1108554.00343848,172.031
1108554.207937349,183.526
1108554.411200747,163.395
1108554.61609598,185.879
1108554.825062602,154.354
1108555.030376154,177.928
1108555.234899059,153.063
1108555.439487472,173.719
1108555.643815706,174.694
1108555.848419526,169.544
1108556.052696996,184.692
1108556.257040886,165.914
1108556.464608731,189.219
1108556.6705947,176.674
1108556.874209743,169.908
1108557.078433041,183.758
1108557.282819654,165.917
1108557.48655237,185.852
1108557.69155529,158.656
1108557.894563604,179.115
1108558.099930299,153.669
1108558.308175698,173.039
1108558.51368855,161.745
1108558.717876655,172.741
1108558.922694063,183.555
1108559.126922547,165.299
1108559.33145276,187.385
1108559.534439662,155.292
1108559.738538231,178.869
1108559.943354606,150.276
1108560.151223777,174.854
1108560.356649733,174.235
1108560.561181773,167.705
1108560.765357094,184.707
1108560.970312321,163.277
1108561.17521281,179.368
1108561.37980561,147.783
1108561.583773596,176.233
1108561.787246675,158.921
1108561.99553325,174.044
1108562.199675216,176.842
1108562.40450778,169.027
1108562.611050963,184.799
1108562.818242471,164.667
1108563.022951444,179.754
1108563.227083649,149.676
1108563.434399052,176.885
1108563.639635093,158.296
1108563.844593451,173.996
1108564.049532994,181.348
1108564.253722921,168.683
1108564.4567921,192.035
1108564.660415466,155.847
1108564.8657944,179.302
1108565.069336508,149.154
1108565.2769143,157.273
1108565.481846824,176.711
1108565.687060378,151.926
1108565.891387376,172.283
1108566.095231337,166.991
1108566.298230078,172.303
1108566.502056414,184.685
1108566.705815471,166.85
1108566.909713842,184.724
1108567.114202762,155.012
1108567.317932831,177.965
1108567.521774818,150.36
1108567.730590403,172.871
1108567.936880299,170.674
1108568.144810959,169.547
1108568.349829292,184.789
1108568.554749435,163.661
1108568.758775563,185.9
1108568.966374247,155.998
1108569.171040567,177.553
1108569.375148864,154.171
1108569.579339685,172.292
1108569.784436407,165.243
1108569.987955988,173.295
1108570.191600661,185.36
1108570.395515023,166.386
1108570.599984444,187.171
1108570.804843054,158.459
1108571.012363855,177.939
1108571.218147804,150.77
1108571.42139751,174.749
1108571.624330129,167.579
1108571.828525083,171.982
1108572.032400286,181.137
1108572.236406539,166.586
1108572.440526637,191.796
1108572.644302613,155.204
1108572.848207863,176.62
1108573.052976306,153.427
1108573.257599317,171.876
1108573.465812605,169.375
1108573.670783878,171.316
1108573.87357749,186.072
1108574.077879604,165.21
1108574.282045294,183.37
1108574.485899908,156.06
1108574.69011342,178.166
1108574.893509673,153.258
1108575.097230923,173.526
1108575.301970922,171.919
1108575.507205215,154.03
1108575.716958735,174.27
1108575.922129337,161.393
1108576.124753977,171.843
1108576.329112203,182.604
1108576.533258183,168.989
1108576.737216118,186.811
1108576.941721234,161.614
1108577.145272001,174.797
1108577.350042871,150.884
1108577.559757729,176.211
1108577.764615336,163.041
1108577.969412279,174.305
1108578.174335341,181.0
1108578.379411786,168.772
1108578.582837886,192.742
1108578.785987421,155.92
1108578.990259524,175.932
1108579.198613693,153.044
1108579.402855447,171.609
1108579.608662452,166.013
1108579.812017735,171.256
1108580.016516331,186.322
1108580.220476948,168.55
1108580.424691641,187.577
1108580.629677379,159.418
1108580.834687168,174.664
1108581.043680988,151.398
1108581.248027812,174.34
1108581.451019387,174.942
1108581.655328137,169.544
1108581.859074749,183.869
1108582.062766576,165.683
1108582.266373338,186.039
1108582.4698174,156.904
1108582.675389085,177.481
1108582.879470851,154.983
1108583.083734769,178.015
1108583.291464127,158.115
1108583.498104074,172.049
1108583.703503409,175.905
1108583.908513968,169.31
1108584.113515204,186.721
1108584.31723934,160.58
1108584.520260832,172.605
1108584.727746915,177.728
1108584.932542704,167.203
1108585.137558384,185.829
1108585.342033116,160.573
1108585.546061898,178.75
1108585.75114701,157.523
1108585.95442395,177.129
1108586.158526373,151.783
1108586.363300195,174.309
1108586.571115064,176.939
1108586.775910412,167.148
1108586.981552116,185.592
1108587.18476619,162.837
1108587.388962888,184.447
1108587.593038547,150.585
1108587.796660092,178.204
1108588.001796771,158.341
1108588.204912559,170.678
1108588.410016426,176.544
1108588.613567627,169.054
1108588.821835617,187.851
1108589.027501686,162.763
1108589.232431611,183.469
1108589.436605935,156.275
1108589.640409368,174.301
1108589.843506438,153.786
1108590.047883757,174.22
1108590.252029279,172.591
1108590.455878936,173.192
1108590.659527327,181.968
1108590.863011449,166.05
1108591.073041535,187.1
1108591.277864766,153.006
1108591.481776548,177.476
1108591.685963201,152.155
1108591.890279445,172.68
1108592.093098794,176.494
1108592.29718491,168.453
1108592.5015002,187.975
1108592.704854064,161.978
1108592.909031608,181.264
1108593.112584638,154.104
1108593.316558552,176.724
1108593.525272236,158.971
1108593.73108459,172.186
1108593.936506047,179.635
1108594.141319277,165.812
1108594.345047122,186.4
1108594.54905742,176.535
1108594.75323246,167.869
1108594.956503248,190.094
1108595.161730444,158.347
1108595.370254464,177.452
1108595.575024876,155.073
1108595.779026786,177.307
1108595.983879543,166.499
1108596.188290649,172.74
1108596.392038146,182.623
1108596.59506703,163.717
1108596.798772479,186.798
1108597.002772039,156.092
1108597.210711411,174.845
1108597.4174368,151.241
